Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,Flow ID,Src IP,Src Port,Dst IP
21,6,14/02/2018 10:43:22,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.666666667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,333333.333333333,333333.333333333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce,,,,
53,17,02/03/2018 08:54:05,600,1,1,28,112.0,28,28,28.0,0.0,112,112,112.0,0.0,233333.3333,3333.333333,600.0,0.0,600.0,600.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,1666.666667,1666.666667,28,112,56.0,48.49742261,2352.0,0,0,0,0,0,0,0,0,1,84.0,28.0,112.0,0,0,0,0,0,0,1,28,1,112,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,,,,
21,6,16/02/2018 10:54:32,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-SlowHTTPTest,,,,
80,17,21/02/2018 10:21:37,119742259,145431,0,4653792,0,32,32,32.0,0.0,0,0,0.0,0.0,38865.07603,1214.533626,823.3669738,17816.50817,657438,0,120000000,823.3669738,17816.50817,657438,0,0,0.0,0.0,0,0,0,0,0,0,1163448,0,1214.533626,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00022004,32.0,0.0,0,0,0,0,0,0,145431,4653792,0,0,-1,-1,145430,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP,,,,
21,6,16/02/2018 10:42:59,21,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,95238.09524,21.0,0.0,21,21,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,47619.04762,47619.04762,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-SlowHTTPTest,,,,
80,6,20/02/2018 10:27:56,947818,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,1038.173995,7.385384114,157969.6667,386685.4664,947288.0,2.0,495.0,247.5,258.0939751,430.0,65.0,947816.0,315938.6667,546764.6144,947288.0,23.0,0,0,0,0,72,92,3.16516462,4.220219494,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP,172.31.69.25-18.219.9.1-80-57914-6,18.219.9.1,57914.0,172.31.69.25
80,6,16/02/2018 01:45:29,43873,3,4,294,935,294,0,98.0,169.7409791,935,0,233.75,467.5,28012.67294,159.5514325,7312.166667,16666.68789,41286,8,41592,20796.0,28977.23589,41286,306,43865,14621.66667,23384.55271,41593,19,0,0,0,0,104,136,68.37918538,91.17224717,0,935,153.625,332.0619295,110265.125,0,0,0,1,0,0,0,0,1,175.5714286,98.0,233.75,0,0,0,0,0,0,3,294,4,935,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,,,,
80,6,16/02/2018 01:45:28,4069,3,4,317,935,317,0,105.6666667,183.0200353,935,0,233.75,467.5,307692.3077,1720.324404,678.1666667,957.3244835,2124,5,1916,958.0,998.434775,1664,252,4064,1354.666667,1159.528496,2124,21,0,0,0,0,104,136,737.2818874,983.0425166,0,935,156.5,333.5471695,111253.7143,0,0,0,1,0,0,0,0,1,178.8571429,105.6666667,233.75,0,0,0,0,0,0,3,317,4,935,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,,,,
21,6,14/02/2018 10:45:15,20,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,100000.0,20.0,0.0,20,20,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,50000.0,50000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce,,,,
80,6,16/02/2018 01:45:28,418,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,4784.688995,418.0,0.0,418,418,418,418.0,0.0,418,418,0,0.0,0.0,0,0,0,0,0,0,64,0,4784.688995,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,,,,
80,6,16/02/2018 01:45:28,23250,3,4,347,935,347,0,115.6666667,200.3405434,935,0,233.75,467.5,55139.78495,301.0752688,3875.0,8092.147577,20256,7,20543,10271.5,14120.21531,20256,287,23242,7747.333333,11158.7357,20542,31,0,0,0,0,104,136,129.0322581,172.0430108,0,935,160.25,335.7706488,112741.9286,0,0,0,1,0,0,0,0,1,183.1428571,115.6666667,233.75,0,0,0,0,0,0,3,347,4,935,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,,,,
80,6,16/02/2018 01:45:28,161,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12422.36025,161.0,0.0,161,161,161,161.0,0.0,161,161,0,0.0,0.0,0,0,0,0,0,0,64,0,12422.36025,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,,,,
80,6,16/02/2018 01:45:28,1346,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1485.884101,1346.0,0.0,1346,1346,1346,1346.0,0.0,1346,1346,0,0.0,0.0,0,0,0,0,0,0,64,0,1485.884101,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,,,,
21,6,14/02/2018 11:22:30,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce,,,,
80,6,15/02/2018 09:53:07,14655585,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.1364667463,14655585.0,0.0,14655585,14655585,14655585,14655585.0,0.0,14655585,14655585,0,0.0,0.0,0,0,0,0,0,0,64,0,0.1364667463,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,226,-1,0,32,0.0,0.0,0,0,14655585.0,0.0,14655585,14655585,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 11:23:32,99999552,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1600007168,0.0400001792,33333184.0,57734764.8019404,99999548,2,99999550,99999550.0,0.0,99999550,99999550,99999550,99999550.0,0.0,99999550,99999550,1,0,0,0,64,64,0.0200000896,0.0200000896,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,16,2,0,211,219,1,32,2.0,0.0,2,2,99999548.0,0.0,99999548,99999548,DoS attacks-Slowloris,,,,
80,17,21/02/2018 10:29:16,119639119,97492,0,3119744,0,32,32,32.0,0.0,0,0,0.0,0.0,26076.28697,814.8839678,1227.181165,26175.46215,963999,0,120000000,1227.181165,26175.46215,963999,0,0,0.0,0.0,0,0,0,0,0,0,779936,0,814.8839678,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00032823,32.0,0.0,0,0,0,0,0,0,97492,3119744,0,0,-1,-1,97491,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP,,,,
443,6,01/03/2018 03:08:43,116774416,21,18,967,5135,607,0,46.04761905,137.4105077,1460,0,285.2777778,539.9134795,52.25459659,0.333977264,3073010.947,4621114.294,10200000,1,117000000,5838720.8,4982163.125,10200000,14,112000000,6606880.824,4957730.424,10200000,1,0,0,0,0,432,504,0.179833912,0.154143353,0,1460,152.55,389.3391475,151584.9718,0,0,1,1,0,0,0,1,0,156.4615385,46.04761905,285.2777778,0,0,0,0,0,0,21,967,18,5135,8192,984,15,20,79331.27273,193365.2853,662349,20831,10100000.0,51408.6911,10200000,10000000,Infilteration,,,,
80,6,15/02/2018 09:38:05,18929798,7,4,671,972,671,0,95.8571428571,253.6141613892,972,0,243.0,486.0,86.7943757245,0.5810944206,1892979.8,2512956.15915359,6723280,2,13925261,2320876.83333333,2657376.10435989,6723591,383,11728949,3909649.66666667,3492482.39416641,6723280,826,0,0,0,0,256,136,0.3697873585,0.211307062,0,972,136.9166666667,326.144267669,106370.083333333,0,0,0,1,0,0,0,0,0,149.3636363636,95.8571428571,243.0,0,0,0,0,0,0,7,671,4,972,26883,221,1,32,7201675.0,0.0,7201675,7201675,6723280.0,0.0,6723280,6723280,DoS attacks-GoldenEye,,,,
80,6,16/02/2018 01:45:28,202,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,9900.990099,202.0,0.0,202,202,202,202.0,0.0,202,202,0,0.0,0.0,0,0,0,0,0,0,64,0,9900.990099,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,225,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Hulk,,,,
21,6,14/02/2018 11:19:08,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce,,,,
21,6,14/02/2018 10:44:18,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce,,,,
80,17,21/02/2018 10:31:10,119999623,100008,0,3200256,0,32,32,32.0,0.0,0,0,0.0,0.0,26668.88378,833.4026183,1199.912236,23227.08582,842677,0,120000000,1199.912236,23227.08582,842677,0,0,0.0,0.0,0,0,0,0,0,0,800064,0,833.4026183,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00031997,32.0,0.0,0,0,0,0,0,0,100008,3200256,0,0,-1,-1,100007,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP,,,,
21,6,14/02/2018 10:48:08,1,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,1000000.0,1000000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce,,,,
8080,6,02/03/2018 11:09:56,10092,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,45085.21601,693.6187079,1682.0,3637.383675,9094.0,1.0,601.0,300.5,333.0472939,536.0,65.0,9577.0,3192.333333,5116.648545,9094.0,1.0,0,0,0,0,72,92,297.2651605,396.3535474,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,,,,
80,6,15/02/2018 11:10:10,103075805,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1552255643,0.0388063911,34358601.6666667,59510840.2995858,103075801,2,103075803,103075803.0,0.0,103075803,103075803,103075803,103075803.0,0.0,103075803,103075803,1,0,0,0,64,64,0.0194031955,0.0194031955,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,16,2,0,211,219,1,32,2.0,0.0,2,2,103075801.0,0.0,103075801,103075801,DoS attacks-Slowloris,,,,
80,6,15/02/2018 11:06:32,3047742,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.9843352882,1523871.0,695981.163091358,2016004,1031738,3047742,1523871.0,695981.163091358,2016004,1031738,0,0.0,0.0,0,0,0,0,0,0,120,0,0.9843352882,0.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,26883,-1,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-Slowloris,,,,
3389,6,02/03/2018 10:30:20,4293007,8,7,1148,1581.0,677,0,143.5,228.1296624,1173,0,225.8571429,430.0986044,635.6849639,3.494054401,306643.3571,326876.1784,953166.0,32.0,4293007.0,613286.7143,458819.7141,1543954.0,32.0,3755787.0,625964.5,162040.7391,953166.0,531612.0,0,0,0,0,172,152,1.86349568,1.63055872,0,1173,170.5625,319.4332416,102037.5958,0,0,1,1,0,0,0,1,0,181.9333333,143.5,225.8571429,0,0,0,0,0,0,8,1148,7,1581,8192,62852,5,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,,,,
80,6,15/02/2018 11:31:36,108397629,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.3399939034,0.1660552926,6376331.11764706,13534586.7884321,53252163,12,108397617,7742686.92857143,14631149.5591805,53252163,247,107371852,53685926.0,32082747.0526195,76371854,30999998,0,0,0,0,496,100,0.1383794105,0.0276758821,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,2530,3,0,26883,0,11,32,6152864.5,2268216.82760368,7756736,4548993,24022972.0,20629487.430723,53252163,6655849,DoS attacks-Slowloris,,,,
80,6,22/02/2018 02:15:32,59148098,203,104,56330,190023,680,0,277.4876847291,292.8687801257,1935,0,1827.1442307692,320.4777507164,4165.0198117951,5.1903613198,193294.437908497,371035.984085107,1501974,16,59145595,292799.975247525,423818.360557206,1501974,220,59148075,574253.155339806,440290.484595465,1504553,39,0,0,0,0,4072,2092,3.4320630226,1.7582982973,0,1935,799.8474025974,794.3001094892,630912.663934599,0,0,1,1,0,0,0,1,0,802.4527687296,277.4876847291,1827.1442307692,0,0,0,0,0,0,203,56330,104,190023,8192,1284,101,20,0.0,0.0,0,0,0.0,0.0,0,0,Brute Force -XSS,,,,
80,6,15/02/2018 11:40:02,91912395,14,2,2308,0,230,0,164.8571428571,106.9053191041,0,0,0.0,0.0,25.1108677997,0.1740788062,6127493.0,10783254.0563863,36873707,4,91912395,7070184.23076923,11333824.1307274,36873707,190,30996894,30996894.0,0.0,30996894,30996894,0,0,0,0,456,80,0.1523189555,0.0217598508,0,230,135.7647058824,116.1139146548,13482.4411764706,0,0,0,1,0,0,0,0,0,144.25,164.8571428571,0.0,0,0,0,0,0,0,14,2308,2,0,26883,26847,11,32,5531376.0,1980549.52556102,6931836,4130916,14658645.3333333,8766863.3986101,24015982,6635118,DoS attacks-Slowloris,,,,
80,6,20/02/2018 10:24:47,1241878,3,4,20.0,964.0,20.0,0.0,6.666666667,11.54700538,964.0,0.0,241.0,482.0,792.3483627,5.636624532,206979.6667,506795.6907,1241472.0,1.0,362.0,181.0,254.5584412,361.0,1.0,1241873.0,413957.6667,716648.4531,1241472.0,38.0,0,0,0,0,72,92,2.415696228,3.220928304,0.0,964.0,123.0,339.8873763,115523.4286,0,0,1,1,0,0,0,1,1.0,140.5714286,6.666666667,241.0,0,0,0,0,0,0,3,20,4,964,8192,211,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,DDoS attacks-LOIC-HTTP,172.31.69.25-18.218.229.235-80-56214-6,18.218.229.235,56214.0,172.31.69.25
21,6,16/02/2018 10:15:49,3,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,666666.6667,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,333333.3333,333333.3333,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-SlowHTTPTest,,,,
80,17,21/02/2018 10:20:08,119741835,124785,0,3993120,0,32,32,32.0,0.0,0,0,0.0,0.0,33347.7435,1042.116984,959.5928565,19464.82402,712099,1,120000000,959.5928565,19464.82402,712099,1,0,0.0,0.0,0,0,0,0,0,0,998280,0,1042.116984,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00025644,32.0,0.0,0,0,0,0,0,0,124785,3993120,0,0,-1,-1,124784,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP,,,,
80,17,21/02/2018 10:09:05,119997068,150216,0,4806912,0,32,32,32.0,0.0,0,0,0.0,0.0,40058.57876,1251.830586,798.8354558,16785.22776,698060,0,120000000,798.8354558,16785.22776,698060,0,0,0.0,0.0,0,0,0,0,0,0,1201728,0,1251.830586,0.0,32,32,32.0,0.0,0.0,0,0,0,0,0,0,0,0,0,32.00021303,32.0,0.0,0,0,0,0,0,0,150216,4806912,0,0,-1,-1,150215,8,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-LOIC-UDP,,,,
8080,6,02/03/2018 10:49:08,11860,3,4,326,129.0,326,0,108.6666667,188.2161878,112,0,32.25,53.7672453,38364.24958,590.2192243,1976.666667,4468.46339,11092.0,1.0,480.0,240.0,250.3158005,417.0,63.0,11460.0,3820.0,6300.394988,11092.0,1.0,0,0,0,0,72,92,252.9510961,337.2681282,0,326,56.875,115.4066568,13318.69643,0,0,1,1,0,0,0,1,1,65.0,108.6666667,32.25,0,0,0,0,0,0,3,326,4,129,8192,219,1,20,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Bot,,,,
80,6,15/02/2018 11:32:12,107448337,15,3,2530,0,230,0,168.6666666667,105.2796728899,0,0,0.0,0.0,23.546199696,0.1675223694,6320490.41176471,13472533.198132,53272943,2,107448335,7674881.07142857,14567868.9716925,53272943,314,106423123,53211561.5,31415371.8943611,75425584,30997539,0,0,0,0,496,100,0.1396019745,0.0279203949,0,230,133.1578947368,116.6691729054,13611.6959064327,0,0,0,1,0,0,0,0,0,140.5555555556,168.6666666667,0.0,0,0,0,0,0,0,15,2530,3,0,26883,0,11,32,6036254.0,2557591.08541612,7844744,4227764,23843956.75,20616380.8498041,53272943,6652976,DoS attacks-Slowloris,,,,
21,6,16/02/2018 10:39:10,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-SlowHTTPTest,,,,
80,6,15/02/2018 09:56:02,5170649,4,4,383,972,383,0,95.75,191.5,972,0,243.0,486.0,262.0560784536,1.5471945591,738664.142857143,1881621.82025768,5003508,7,167141,55713.6666666667,96182.8775527814,166776,62,5170642,1723547.33333333,2843104.11823949,5005102,367,0,0,0,0,136,136,0.7735972796,0.7735972796,0,972,150.5555555556,333.0672271146,110933.777777778,0,0,0,1,0,0,0,0,1,169.375,95.75,243.0,0,0,0,0,0,0,4,383,4,972,26883,219,1,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
53,17,02/03/2018 03:22:15,1614,1,1,60,132.0,60,60,60.0,0.0,132,132,132.0,0.0,118959.1078,1239.157373,1614.0,0.0,1614.0,1614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,8,8,619.5786865,619.5786865,60,132,84.0,41.56921938,1728.0,0,0,0,0,0,0,0,0,1,126.0,60.0,132.0,0,0,0,0,0,0,1,60,1,132,-1,-1,0,8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Benign,,,,
445,6,01/03/2018 02:53:06,270940,5,4,286,170,103,0,57.2,52.48523602,131,0,42.5,61.79805822,1683.029453,33.21768657,33867.5,46472.57861,95297,40,270874,67718.5,45049.93015,95742,408,270900,90300.0,4401.338774,95363,87386,0,0,0,0,112,92,18.45427032,14.76341625,0,131,45.6,52.98469381,2807.377778,0,0,0,1,0,0,0,0,0,50.66666667,57.2,42.5,0,0,0,0,0,0,5,286,4,170,8192,0,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration,,,,
21,6,14/02/2018 11:16:57,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce,,,,
80,6,15/02/2018 09:39:58,11783561,10,4,4564,662,652,0,456.4,314.9459212839,662,0,165.5,331.0,443.4992104679,1.1880958566,906427.769230769,1570684.49010981,5004777,5,6778784,753198.222222222,1125389.88158124,3391886,364,11783556,3927852.0,3471347.42151747,6732826,45578,0,0,0,0,328,136,0.8486398976,0.339455959,0,662,348.4,337.3461130649,113802.4,0,0,0,1,0,0,0,0,0,373.2857142857,456.4,165.5,0,0,0,0,0,0,10,4564,4,662,26883,220,7,32,0.0,0.0,0,0,0.0,0.0,0,0,DoS attacks-GoldenEye,,,,
80,6,15/02/2018 11:10:12,99999474,2,2,16,0,8,8,8.0,0.0,0,0,0.0,0.0,0.1600008416,0.0400002104,33333158.0,57734720.6346448,99999471,1,99999472,99999472.0,0.0,99999472,99999472,99999473,99999473.0,0.0,99999473,99999473,1,0,0,0,64,64,0.0200001052,0.0200001052,0,8,4.8,4.38178046,19.2,0,1,0,0,1,0,0,0,1,6.0,8.0,0.0,0,0,0,0,0,0,2,16,2,0,211,219,1,32,1.0,0.0,1,1,99999471.0,0.0,99999471,99999471,DoS attacks-Slowloris,,,,
22,6,14/02/2018 02:16:13,333784,22,22,1912,2665,640,0,86.9090909091,137.6880217811,976,0,121.1363636364,258.6415602914,13712.4607530619,131.8217769576,7762.4186046512,18655.3648727352,75711,5,333731,15891.9523809524,24611.5451454723,75711,165,333770,15893.8095238095,33183.8045100604,112770,11,0,0,0,0,712,712,65.9108884788,65.9108884788,0,976,101.7111111111,203.7371995112,41508.8464646465,0,0,0,1,0,0,0,0,1,104.0227272727,86.9090909091,121.1363636364,0,0,0,0,0,0,22,1912,22,2665,26883,230,16,32,0.0,0.0,0,0,0.0,0.0,0,0,SSH-Bruteforce,,,,
53,17,01/03/2018 02:26:09,120073,1,1,34,126,34,34,34.0,0.0,126,126,126.0,0.0,1332.522715,16.65653394,120073.0,0.0,120073,120073,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,8.328266971,8.328266971,34,126,64.66666667,53.11622477,2821.333333,0,0,0,0,0,0,0,0,1,97.0,34.0,126.0,0,0,0,0,0,0,1,34,1,126,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Infilteration,,,,
21,6,14/02/2018 10:48:21,2,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1000000.0,2.0,0.0,2,2,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,20,500000.0,500000.0,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,26883,0,0,40,0.0,0.0,0,0,0.0,0.0,0,0,FTP-BruteForce,,,,
80,6,21/02/2018 02:12:46,24981,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,80.06084624,24981.0,0.0,24981,24981,24981,24981.0,0.0,24981,24981,0,0.0,0.0,0,0,0,0,0,0,40,0,80.06084624,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,32738,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,DDOS attack-HOIC,,,,
